timestamp,region,compute_usage_units,storage_usage_gb,cpu_utilization_percent,storage_utilization_percent,estimated_cost_usd,is_holiday,economic_index,day_of_week,is_weekend,month,quarter,compute_lag_1,compute_lag_7,compute_rolling_7,storage_rolling_7,compute_spike,storage_spike
2025-07-30,europe-west,662.83,1596.01,73.35,53.02,219.14,0,96.5,2,0,7,3,657.72,663.48,650.39,1437.8500000000001,0,0
2025-07-31,europe-west,644.76,1303.52,75.78,77.68,192.96,0,106.71,3,0,7,3,662.83,633.38,652.0157142857144,1419.0114285714285,0,0
2025-08-01,europe-west,631.48,1541.68,71.37,67.08,210.49,0,109.15,4,0,8,3,644.76,657.59,648.2857142857143,1438.9114285714284,0,0
2025-08-02,europe-west,754.41,1981.78,67.47,69.05,262.83,1,107.86,5,1,8,3,631.48,609.89,668.9314285714287,1512.952857142857,0,0
2025-08-03,europe-west,943.76,1929.99,63.91,65.17,284.23,1,96.74,6,1,8,3,754.41,671.08,707.8857142857144,1589.142857142857,0,0
2025-08-04,europe-west,899.26,2161.63,57.66,73.52,297.01,0,110.01,0,0,8,3,943.76,660.24,742.0314285714286,1719.217142857143,0,0
2025-08-05,europe-west,842.1,2002.54,61.47,57.38,276.37,0,102.34,1,0,8,3,899.26,657.72,768.3714285714286,1788.1642857142856,0,0
2025-08-06,europe-west,809.86,1834.53,65.76,54.92,258.38,1,112.93,2,0,8,3,842.1,662.83,789.3757142857143,1822.2385714285715,0,0
2025-08-07,europe-west,708.24,1464.1,52.13,72.5,214.58,0,101.46,3,0,8,3,809.86,644.76,798.4442857142858,1845.1785714285713,0,0
2025-08-08,europe-west,646.69,1440.73,56.36,87.85,204.36,0,107.33,4,0,8,3,708.24,631.48,800.6171428571428,1830.757142857143,0,0
2025-08-09,europe-west,491.36,1129.21,65.72,75.1,158.07,0,98.55,5,1,8,3,646.69,754.41,763.0385714285713,1708.9614285714285,0,0
2025-08-13,europe-west,584.57,1244.25,64.89,67.24,180.01,0,112.91,2,0,8,3,491.36,943.76,711.7257142857144,1610.9985714285715,0,0
2025-08-14,europe-west,582.62,1259.76,60.93,73.31,181.01,0,99.6,3,0,8,3,584.57,899.26,666.4914285714286,1482.16,0,0
2025-08-15,europe-west,595.15,1361.78,60.82,81.22,190.98,0,95.13,4,0,8,3,582.62,842.1,631.2128571428572,1390.6228571428571,0,0
2025-08-16,europe-west,606.46,1332.58,50.35,66.74,190.14,1,110.31,5,1,8,3,595.15,809.86,602.1557142857143,1318.9157142857143,0,0
2025-08-17,europe-west,591.68,1317.78,60.33,81.43,186.94,1,111.96,6,1,8,3,606.46,708.24,585.5042857142856,1298.0128571428572,0,0
2025-08-18,europe-west,657.6,1312.14,75.23,62.53,195.4,0,114.0,0,0,8,3,591.68,646.69,587.0628571428572,1279.642857142857,0,0
2025-08-19,europe-west,562.4,1295.44,84.51,42.11,181.17,0,107.91,1,0,8,3,657.6,491.36,597.2114285714285,1303.3899999999999,0,0
2025-08-20,europe-west,609.51,1220.05,62.73,64.83,181.42,0,113.93,2,0,8,3,562.4,584.57,600.7742857142857,1299.9328571428573,0,0
2025-08-21,europe-west,549.58,1180.94,66.65,83.01,170.14,0,109.56,3,0,8,3,609.51,582.62,596.0542857142857,1288.672857142857,0,0
2025-08-22,europe-west,568.97,1260.6,43.54,79.56,179.23,0,114.98,4,0,8,3,549.58,595.15,592.3142857142858,1274.2185714285715,0,0
2025-08-23,europe-west,575.66,1291.43,53.0,60.63,182.64,1,113.65,5,1,8,3,568.97,606.46,587.9142857142858,1268.3400000000001,0,0
2025-08-24,europe-west,603.69,1331.64,59.26,84.4,189.69,1,109.73,6,1,8,3,575.66,591.68,589.63,1270.32,0,0
2025-08-25,europe-west,617.14,1324.1,56.37,77.9,190.9,0,107.2,0,0,8,3,603.69,657.6,583.85,1272.0285714285715,0,0
2025-08-26,europe-west,564.35,1335.66,44.32,63.95,184.7,0,108.41,1,0,8,3,617.14,562.4,584.1285714285715,1277.7742857142857,0,0
2025-08-27,europe-west,513.09,1203.89,64.88,83.03,167.07,0,110.18,2,0,8,3,564.35,609.51,570.3542857142858,1275.4657142857143,0,0
2025-08-28,europe-west,626.01,1250.47,63.55,63.75,186.12,0,107.18,3,0,8,3,513.09,549.58,581.2728571428572,1285.3985714285716,0,0
2025-08-29,europe-west,533.94,1298.16,81.12,78.17,177.54,0,112.44,4,0,8,3,626.01,568.97,576.2685714285715,1290.7642857142857,0,0
2025-08-30,europe-west,691.08,1316.57,74.27,67.16,200.29,1,96.1,5,1,8,3,533.94,575.66,592.7571428571429,1294.3557142857142,0,0
2025-08-31,europe-west,551.4,1219.37,70.13,90.59,173.51,1,99.39,6,1,8,3,691.08,603.69,585.2871428571428,1278.3171428571427,0,0
2025-09-01,europe-west,767.44,1578.76,74.85,58.97,231.89,0,103.77,0,0,9,3,551.4,617.14,606.7585714285714,1314.6971428571428,0,0
2025-09-02,europe-west,855.43,1909.34,71.59,50.26,270.61,1,107.69,1,0,9,3,767.44,564.35,648.3414285714287,1396.6514285714286,0,0
2025-09-03,europe-west,842.32,1982.95,63.42,84.35,274.81,1,106.61,2,0,9,3,855.43,513.09,695.3742857142857,1507.9457142857143,0,0
2025-09-04,europe-west,946.66,1919.69,50.56,69.65,283.79,0,112.64,3,0,9,3,842.32,626.01,741.1814285714287,1603.5485714285714,0,0
2025-09-05,europe-west,853.91,1943.41,61.03,69.13,273.17,0,110.65,4,0,9,3,946.66,533.94,786.8914285714285,1695.7271428571428,0,0
2025-09-06,europe-west,806.29,1767.87,63.09,62.03,252.49,0,108.41,5,1,9,3,853.91,691.08,803.35,1760.1985714285713,0,0
2025-09-07,europe-west,799.0,1559.79,61.01,49.61,234.62,0,98.01,6,1,9,3,806.29,551.4,838.7214285714284,1808.8300000000002,0,0
2025-09-08,europe-west,528.84,1396.85,70.35,71.43,184.86,1,108.45,0,0,9,3,799.0,767.44,804.6357142857142,1782.8428571428572,0,0
2025-09-09,europe-west,569.99,1187.11,75.6,71.1,173.41,0,111.13,1,0,9,3,528.84,855.43,763.8585714285713,1679.6671428571428,0,0
2025-09-13,europe-west,584.34,1259.74,81.13,70.27,181.24,1,97.76,5,1,9,3,569.99,842.32,727.0042857142856,1576.3514285714284,0,0
2025-09-14,europe-west,624.09,1265.12,75.0,35.0,187.05,1,114.62,6,1,9,3,584.34,946.66,680.9228571428572,1482.8414285714287,0,0
2025-09-15,europe-west,492.36,1248.08,64.34,59.28,167.85,0,110.21,0,0,9,3,624.09,853.91,629.2728571428571,1383.5085714285713,0,0
2025-09-16,europe-west,534.49,1200.1,60.43,76.16,169.66,0,108.04,1,0,9,3,492.36,806.29,590.4442857142858,1302.3985714285714,0,0
2025-09-17,europe-west,593.42,1199.36,73.9,59.79,177.57,0,109.21,2,0,9,3,534.49,799.0,561.0757142857143,1250.9085714285716,0,0
2025-09-18,europe-west,566.65,1121.08,65.83,88.13,167.6,0,113.78,3,0,9,3,593.42,528.84,566.4771428571429,1211.5128571428572,0,0
2025-09-19,europe-west,513.02,1137.77,56.8,53.03,161.7,0,108.78,4,0,9,3,566.65,569.99,558.3385714285714,1204.4642857142858,0,0
2025-09-20,europe-west,406.09,1189.2,58.14,70.03,151.41,1,113.42,5,1,9,3,513.02,584.34,532.8742857142857,1194.3871428571426,0,0
2025-09-21,europe-west,583.28,1227.2,60.82,75.33,178.46,1,98.73,6,1,9,3,406.09,624.09,527.0442857142857,1188.97,0,0
2025-09-22,europe-west,527.22,1299.13,65.28,73.46,176.71,0,103.17,0,0,9,3,583.28,492.36,532.0242857142857,1196.2628571428572,0,0
2025-09-23,europe-west,570.85,1359.25,54.6,50.17,187.49,0,107.72,1,0,9,3,527.22,534.49,537.2185714285714,1218.9985714285715,0,0
2025-09-24,europe-west,617.5,1275.3,58.04,79.63,186.99,0,104.35,2,0,9,3,570.85,593.42,540.6585714285715,1229.847142857143,0,0
2025-09-25,europe-west,558.11,1242.95,59.57,57.58,176.33,0,114.66,3,0,9,3,617.5,566.65,539.4385714285714,1247.2571428571428,0,0
2025-09-26,europe-west,599.76,1136.18,61.15,67.38,173.3,0,113.88,4,0,9,3,558.11,513.02,551.83,1247.03,0,0
2025-09-27,europe-west,561.01,1336.43,80.72,59.2,184.31,1,109.18,5,1,9,3,599.76,406.09,573.9614285714285,1268.0628571428572,0,0
2025-09-28,europe-west,518.91,1110.25,64.22,78.17,160.26,1,102.53,6,1,9,3,561.01,583.28,564.7657142857144,1251.3557142857142,0,0
2025-09-29,europe-west,596.88,1214.9,40.35,43.89,179.3,0,113.63,0,0,9,3,518.91,527.22,574.7171428571429,1239.3228571428572,0,0
2025-09-30,europe-west,502.3,1180.9,56.92,70.93,163.75,0,112.21,1,0,9,3,596.88,570.85,564.9242857142857,1213.8442857142857,0,0
2025-10-01,europe-west,738.47,1735.61,60.45,58.24,240.7,0,105.92,2,0,10,4,502.3,617.5,582.2057142857142,1279.6028571428571,0,0
2025-10-02,europe-west,789.77,1792.99,68.48,89.03,252.29,0,96.69,3,0,10,4,738.47,558.11,615.3000000000001,1358.18,0,0
2025-10-03,europe-west,848.9,1892.93,68.46,60.22,268.4,0,104.07,4,0,10,4,789.77,599.76,650.8914285714285,1466.287142857143,0,0
2025-10-04,europe-west,887.15,1856.75,64.34,80.28,270.63,0,96.18,5,1,10,4,848.9,561.01,697.482857142857,1540.6185714285714,0,0
2025-10-05,europe-west,874.62,1874.57,68.69,73.41,270.38,1,113.93,6,1,10,4,887.15,518.91,748.2985714285714,1649.8071428571427,0,0
2025-10-06,europe-west,803.45,1687.0,63.41,59.57,245.54,0,107.91,0,0,10,4,874.62,596.88,777.8085714285714,1717.25,0,0
2025-10-07,europe-west,690.5,1606.13,79.12,76.92,223.7,0,108.68,1,0,10,4,803.45,502.3,804.6942857142857,1777.9971428571428,0,0
2025-10-08,europe-west,620.53,1402.12,62.48,73.23,197.69,1,101.33,2,0,10,4,690.5,738.47,787.8457142857143,1730.3557142857142,0,0
2025-10-09,europe-west,539.7,1358.83,50.59,66.39,183.24,0,106.98,3,0,10,4,620.53,789.77,752.1214285714285,1668.3328571428572,0,0
2025-11-01,europe-west,754.77,1640.46,58.3,66.72,235.18,1,99.17,5,1,11,4,539.7,848.9,738.6742857142857,1632.2657142857145,0,0
2025-11-02,europe-west,775.67,1813.29,70.02,66.02,252.03,0,99.41,6,1,11,4,754.77,887.15,722.7485714285714,1626.0571428571427,0,0
2025-11-03,europe-west,913.95,2021.34,75.63,67.76,287.61,0,95.54,0,0,11,4,775.67,874.62,728.3671428571428,1647.0242857142857,0,0
2025-11-04,europe-west,923.84,2079.22,64.54,61.98,293.65,0,96.44,1,0,11,4,913.95,803.45,745.5657142857143,1703.0557142857142,0,0
2025-11-05,europe-west,839.37,1821.3,55.57,92.2,261.29,1,110.44,2,0,11,4,923.84,690.5,766.8328571428572,1733.7942857142855,0,0
2025-11-06,europe-west,769.86,1759.63,61.32,78.47,246.89,0,100.99,3,0,11,4,839.37,620.53,788.1657142857142,1784.8671428571429,0,0
2025-11-07,europe-west,696.63,1569.04,76.75,65.81,221.52,0,107.09,4,0,11,4,769.86,539.7,810.5842857142858,1814.8971428571426,0,0
2025-11-08,europe-west,632.81,1339.52,60.31,74.67,194.27,0,103.11,5,1,11,4,696.63,754.77,793.1614285714286,1771.9057142857143,0,0
2025-11-09,europe-west,546.96,1380.13,65.27,74.52,185.95,0,111.01,6,1,11,4,632.81,775.67,760.4885714285714,1710.0257142857142,0,0
2025-12-01,europe-west,751.55,1517.53,50.14,56.3,224.77,1,95.74,0,0,12,4,546.96,913.95,737.2885714285715,1638.052857142857,0,0
2025-12-02,europe-west,896.82,1959.07,79.83,73.84,280.24,0,99.45,1,0,12,4,751.55,923.84,733.4285714285714,1620.8885714285714,0,0
2025-12-03,europe-west,892.98,1905.18,62.63,61.82,275.35,0,97.02,2,0,12,4,896.82,839.37,741.0871428571428,1632.8714285714286,0,0
2025-12-04,europe-west,867.78,2063.38,55.71,68.2,284.78,1,105.08,3,0,12,4,892.98,769.86,755.0757142857144,1676.2642857142857,0,0
2025-12-05,europe-west,902.21,1918.52,72.93,89.54,277.68,0,110.76,4,0,12,4,867.78,696.63,784.4442857142858,1726.1900000000003,0,0
2025-12-06,europe-west,703.81,1655.67,68.75,55.23,229.52,0,110.44,5,1,12,4,902.21,632.81,794.5871428571428,1771.3542857142857,0,0
2025-12-07,europe-west,639.89,1528.25,51.63,63.31,210.54,1,114.94,6,1,12,4,703.81,546.96,807.8628571428571,1792.5142857142855,0,0
2025-12-08,europe-west,620.89,1489.05,65.97,69.78,204.79,0,95.78,0,0,12,4,639.89,751.55,789.1971428571427,1788.4457142857143,0,0
2025-12-09,europe-west,541.77,1285.66,67.01,53.76,177.59,0,110.67,1,0,12,4,620.89,896.82,738.4757142857143,1692.2442857142858,0,0
2025-01-08,india-south,793.86,1709.94,51.49,70.52,164.17,0,107.4,2,0,1,1,885.76,863.93,975.3371428571428,2179.2714285714287,0,0
2025-01-09,india-south,680.75,1569.85,82.65,72.62,146.38,0,109.0,3,0,1,1,793.86,988.18,931.4185714285715,2082.4171428571426,0,0
2025-01-13,india-south,922.98,2194.88,68.81,67.81,202.07,0,98.15,0,0,1,1,680.75,1043.47,914.2057142857142,2052.8742857142856,0,0
2025-01-14,india-south,965.68,2185.48,53.6,76.11,205.41,0,113.52,1,0,1,1,922.98,1110.49,893.5185714285715,2023.3057142857142,0,0
2025-01-15,india-south,996.36,2106.95,76.94,55.27,203.93,0,99.09,2,0,1,1,965.68,1105.54,877.9214285714286,1974.952857142857,0,0
2025-01-16,india-south,957.37,2053.43,77.67,63.25,197.51,0,105.32,3,0,1,1,996.36,900.06,886.1085714285715,1959.0700000000002,0,0
2025-01-17,india-south,1004.72,2272.19,79.76,76.12,213.62,0,104.14,4,0,1,1,957.37,885.76,903.102857142857,2013.2457142857143,0,0
2025-01-18,india-south,981.28,2098.51,44.45,85.44,202.11,1,95.85,5,1,1,1,1004.72,793.86,929.8771428571428,2068.755714285714,0,0
2025-01-19,india-south,994.99,2061.78,62.3,75.85,201.36,1,106.21,6,1,1,1,981.28,680.75,974.7685714285715,2139.0314285714285,0,0
2025-01-20,india-south,940.66,2224.43,71.03,92.64,205.26,0,101.55,0,0,1,1,994.99,922.98,977.2942857142858,2143.252857142857,0,0
2025-01-21,india-south,980.8,2040.34,57.91,62.27,198.92,0,108.79,1,0,1,1,940.66,965.68,979.4542857142858,2122.5185714285717,0,0
2025-01-22,india-south,991.34,2032.11,60.51,43.53,199.42,0,110.93,2,0,1,1,980.8,996.36,978.7371428571429,2111.827142857143,0,0
2025-01-23,india-south,994.19,2104.33,71.85,58.33,203.59,0,114.87,3,0,1,1,991.34,957.37,983.9971428571428,2119.0985714285716,0,0
2025-01-24,india-south,972.85,2157.3,55.25,77.45,204.53,0,104.41,4,0,1,1,994.19,1004.72,979.4442857142858,2102.6857142857143,0,0
2025-01-25,india-south,1011.47,2162.4,68.09,67.26,208.29,1,114.78,5,1,1,1,972.85,981.28,983.7571428571428,2111.8128571428574,0,0
2025-01-26,india-south,975.18,2183.81,74.3,50.29,206.18,1,111.03,6,1,1,1,1011.47,994.99,980.9271428571428,2129.2457142857143,0,0
2025-01-27,india-south,950.82,2144.59,60.77,78.02,201.86,0,107.1,0,0,1,1,975.18,940.66,982.3785714285714,2117.8399999999997,0,0
2025-01-28,india-south,917.0,2163.61,65.47,69.29,199.84,0,113.41,1,0,1,1,950.82,980.8,973.2642857142856,2135.45,0,0
2025-01-29,india-south,1053.63,2201.7,61.66,55.27,214.22,0,113.81,2,0,1,1,917.0,991.34,982.1628571428573,2159.6771428571433,0,0
2025-01-30,india-south,974.86,2316.22,77.68,66.43,213.31,0,110.46,3,0,1,1,1053.63,994.19,979.4014285714286,2189.947142857143,0,0
2025-01-31,india-south,990.53,2028.71,88.28,49.55,199.17,0,113.49,4,0,1,1,974.86,972.85,981.9271428571428,2171.577142857143,0,0
2025-02-01,india-south,924.38,1993.7,59.6,63.87,191.3,0,103.63,5,1,2,1,990.53,1011.47,969.4857142857144,2147.477142857143,0,0
2025-02-02,india-south,1034.46,2236.47,60.11,48.96,214.37,1,103.19,6,1,2,1,924.38,975.18,977.9542857142858,2155.0,0,0
2025-02-03,india-south,1065.67,2395.01,74.45,68.02,225.77,1,105.12,0,0,2,1,1034.46,950.82,994.3614285714286,2190.7742857142857,0,0
2025-02-04,india-south,1052.56,2421.21,74.12,69.91,226.01,0,114.53,1,0,2,1,1065.67,917.0,1013.7271428571429,2227.574285714286,0,0
2025-02-05,india-south,1074.18,2417.53,64.3,52.97,227.76,0,102.25,2,0,2,1,1052.56,1053.63,1016.6628571428571,2258.407142857143,0,0
2025-02-06,india-south,1009.39,2197.29,73.41,85.18,209.99,0,98.66,3,0,2,1,1074.18,974.86,1021.5957142857143,2241.417142857143,0,0
2025-02-07,india-south,946.29,1937.72,62.43,73.99,190.25,0,98.19,4,0,2,1,1009.39,990.53,1015.2757142857143,2228.4185714285713,0,0
2025-02-08,india-south,865.1,1591.88,54.85,70.59,164.21,1,105.34,5,1,2,1,946.29,924.38,1006.8071428571428,2171.0157142857142,0,0
2025-02-09,india-south,727.61,1487.9,71.55,81.84,146.17,0,97.84,6,1,2,1,865.1,1034.46,962.9714285714286,2064.077142857143,0,0
2025-02-13,india-south,1065.81,2416.49,49.04,73.84,226.95,0,96.47,3,0,2,1,727.61,1065.67,962.9914285714286,2067.1457142857143,0,0
2025-02-14,india-south,1038.34,2262.96,55.16,84.84,216.16,0,98.72,4,0,2,1,1065.81,1052.56,960.96,2044.5385714285715,0,0
2025-02-15,india-south,1001.69,2430.78,59.31,70.78,221.94,1,111.06,5,1,2,1,1038.34,1074.18,950.6042857142858,2046.4314285714286,0,0
2025-02-16,india-south,1017.0,2343.37,73.85,82.68,218.59,1,112.06,6,1,2,1,1001.69,1009.39,951.6914285714286,2067.3,0,0
2025-02-17,india-south,1039.94,2399.36,47.25,61.39,223.69,0,109.13,0,0,2,1,1017.0,946.29,965.0699999999999,2133.2485714285717,0,0
2025-02-18,india-south,1044.25,2479.55,70.54,73.08,228.42,0,104.94,1,0,2,1,1039.94,865.1,990.6628571428571,2260.058571428571,0,1
2025-02-19,india-south,1057.62,2370.36,64.19,82.54,223.71,0,98.7,2,0,2,1,1044.25,727.61,1037.8071428571427,2386.1242857142856,0,0
2025-02-20,india-south,1057.94,2407.57,66.81,64.39,225.75,0,107.22,3,0,2,1,1057.62,1065.81,1036.6828571428573,2384.85,0,0
2025-02-21,india-south,1072.41,2395.52,66.64,91.27,226.41,0,108.82,4,0,2,1,1057.94,1038.34,1041.55,2403.787142857143,0,0
2025-02-22,india-south,1072.13,2317.62,72.59,70.19,222.17,1,106.57,5,1,2,1,1072.41,1001.69,1051.6128571428571,2387.621428571429,0,0
2025-02-23,india-south,1091.33,2382.74,62.44,69.49,227.42,1,113.59,6,1,2,1,1072.13,1017.0,1062.2314285714285,2393.2457142857143,0,0
2025-02-24,india-south,1023.47,2515.57,71.86,55.26,228.49,0,100.58,0,0,2,1,1091.33,1039.94,1059.8785714285716,2409.847142857143,0,1
2025-02-25,india-south,1026.83,2384.16,68.5,81.53,221.68,0,104.39,1,0,2,1,1023.47,1044.25,1057.39,2396.2200000000003,0,0
2025-02-26,india-south,965.37,2249.42,55.83,65.49,208.84,0,98.41,2,0,2,1,1026.83,1057.62,1044.2114285714285,2378.942857142857,0,0
2025-02-27,india-south,942.01,2462.69,65.33,72.37,218.28,0,99.61,3,0,2,1,965.37,1057.94,1027.65,2386.817142857143,0,0
2025-02-28,india-south,1074.66,2406.53,49.07,70.89,227.21,0,100.98,4,0,2,1,942.01,1072.41,1027.9714285714285,2388.39,0,0
2025-03-01,india-south,885.91,2138.4,64.98,63.3,195.67,0,113.79,5,1,3,1,1074.66,1072.13,1001.3685714285714,2362.787142857143,0,0
2025-03-02,india-south,1043.9,2241.97,73.35,59.29,215.52,0,100.81,6,1,3,1,885.91,1091.33,994.592857142857,2342.6771428571433,0,0
2025-03-03,india-south,1002.39,2429.26,58.63,66.45,221.92,0,111.13,0,0,3,1,1043.9,1023.47,991.5814285714285,2330.347142857143,0,0
2025-03-04,india-south,1049.9,2516.94,55.47,78.49,230.95,0,103.14,1,0,3,1,1002.39,1026.83,994.8771428571428,2349.315714285715,0,1
2025-03-05,india-south,1071.5,2287.12,68.7,69.18,220.46,1,103.79,2,0,3,1,1049.9,965.37,1010.0385714285715,2354.7014285714286,0,0
2025-03-06,india-south,1036.87,2266.85,80.77,58.51,216.24,0,96.72,3,0,3,1,1071.5,942.01,1023.5899999999999,2326.7242857142855,0,0
2025-03-07,india-south,879.86,1904.08,70.29,66.08,182.44,0,104.23,4,0,3,1,1036.87,1074.66,995.7614285714286,2254.945714285714,0,0
2025-03-08,india-south,726.68,1645.44,56.21,59.96,154.62,1,112.58,5,1,3,1,879.86,885.91,973.0142857142857,2184.522857142857,0,0
2025-03-09,india-south,725.67,1601.07,48.54,60.24,152.13,0,95.28,6,1,3,1,726.68,1043.9,927.5528571428571,2092.965714285714,0,0
2025-03-13,india-south,1162.23,2509.58,75.91,67.16,240.68,0,106.8,3,0,3,1,725.67,1002.39,950.3871428571429,2104.44,0,1
2025-03-14,india-south,1102.07,2394.06,71.39,77.31,229.0,0,109.05,4,0,3,1,1162.23,1049.9,957.8399999999999,2086.8857142857146,0,0
2025-03-15,india-south,1106.82,2483.12,70.29,58.46,234.25,1,98.84,5,1,3,1,1102.07,1071.5,962.8857142857141,2114.885714285714,0,1
2025-03-16,india-south,1152.39,2362.17,66.14,70.48,231.82,1,102.0,6,1,3,1,1106.82,1036.87,979.3885714285715,2128.502857142857,0,0
2025-03-17,india-south,1113.41,2405.37,68.09,70.34,230.64,0,97.02,0,0,3,1,1152.39,879.86,1012.7528571428572,2200.115714285714,0,0
2025-03-18,india-south,1088.79,2478.79,59.97,44.88,232.39,0,96.95,1,0,3,1,1113.41,726.68,1064.482857142857,2319.1657142857143,0,1
2025-03-19,india-south,1023.21,2412.5,81.68,82.79,222.89,0,98.91,2,0,3,1,1088.79,725.67,1106.9885714285715,2435.0842857142857,0,0
2025-03-20,india-south,1086.92,2494.76,71.26,61.5,233.09,0,100.2,3,0,3,1,1023.21,1162.23,1096.23,2432.967142857143,0,1
2025-03-21,india-south,1086.63,2527.85,62.84,63.11,234.85,0,107.9,4,0,3,1,1086.92,1102.07,1094.0242857142857,2452.0799999999995,0,1
2025-03-22,india-south,1230.87,2580.62,59.11,68.09,250.72,1,109.86,5,1,3,1,1086.63,1106.82,1111.7457142857145,2466.0085714285715,0,1
2025-03-23,india-south,1140.74,2487.83,67.54,59.97,237.57,1,108.33,6,1,3,1,1230.87,1152.39,1110.0814285714287,2483.96,0,1
2025-03-24,india-south,1090.85,2494.36,58.16,62.62,233.42,0,106.97,0,0,3,1,1140.74,1113.41,1106.8585714285714,2496.672857142857,0,1
2025-03-25,india-south,1132.74,2548.68,74.6,62.77,240.14,0,105.8,1,0,3,1,1090.85,1088.79,1113.1371428571426,2506.657142857143,0,1
2025-03-26,india-south,1077.23,2450.24,69.03,75.32,229.8,0,100.5,2,0,3,1,1132.74,1023.21,1120.8542857142859,2512.0485714285714,0,0
2025-03-27,india-south,1021.28,2463.13,64.14,84.67,225.45,0,106.07,3,0,3,1,1077.23,1086.92,1111.4771428571428,2507.5299999999997,0,0
2025-03-28,india-south,1119.15,2475.28,71.71,64.29,234.94,0,97.49,4,0,3,1,1021.28,1086.63,1116.1228571428571,2500.02,0,1
2025-03-29,india-south,1112.75,2562.33,61.28,80.61,239.08,1,100.36,5,1,3,1,1119.15,1230.87,1099.2485714285715,2497.4071428571433,0,1
2025-03-30,india-south,1070.01,2518.61,69.21,77.66,232.85,1,101.43,6,1,3,1,1112.75,1140.74,1089.1442857142858,2501.8042857142855,0,1
2025-03-31,india-south,1120.63,2453.85,80.53,74.39,233.91,0,106.21,0,0,3,1,1070.01,1090.85,1093.3985714285716,2496.0171428571425,0,0
2025-04-01,india-south,948.63,2030.84,78.95,60.55,195.5,1,113.17,1,0,4,2,1120.63,1132.74,1067.097142857143,2422.04,0,0
2025-04-02,india-south,1053.23,2257.39,76.16,63.31,217.2,0,105.87,2,0,4,2,948.63,1077.23,1063.6685714285716,2394.4900000000002,0,0
2025-04-03,india-south,1101.21,2402.35,71.14,52.15,229.38,0,110.26,3,0,4,2,1053.23,1021.28,1075.087142857143,2385.8071428571425,0,0
2025-04-04,india-south,1106.16,2572.48,65.36,72.03,239.03,0,105.18,4,0,4,2,1101.21,1119.15,1073.2314285714285,2399.692857142857,0,1
2025-04-05,india-south,1035.0,2356.33,70.46,72.95,220.91,1,98.57,5,1,4,2,1106.16,1112.75,1062.1242857142856,2370.2642857142855,0,0
2025-04-06,india-south,970.88,2053.97,53.19,80.34,198.76,0,112.23,6,1,4,2,1035.0,1070.01,1047.9628571428573,2303.887142857143,0,0
2025-04-07,india-south,901.44,1888.5,80.84,80.42,183.54,0,106.14,0,0,4,2,970.88,1120.63,1016.6500000000002,2223.122857142857,0,0
2025-04-08,india-south,731.71,1728.53,65.9,66.12,159.57,0,96.83,1,0,4,2,901.44,948.63,985.6614285714287,2179.9357142857143,0,0
2025-04-09,india-south,678.22,1494.7,57.24,62.56,142.09,0,101.77,2,0,4,2,731.71,1053.23,932.0885714285714,2070.98,0,0
2025-04-13,india-south,1085.87,2351.37,76.27,60.01,225.23,1,96.78,6,1,4,2,678.22,1101.21,929.897142857143,2063.697142857143,0,0
2025-04-14,india-south,1111.78,2408.44,56.63,59.95,230.66,0,98.16,0,0,4,2,1085.87,1106.16,930.7,2040.2628571428572,0,0
2025-04-15,india-south,1094.08,2469.64,66.45,79.1,232.37,0,98.93,1,0,4,2,1111.78,1035.0,939.1400000000001,2056.45,0,1
2025-04-16,india-south,1057.52,2532.1,61.44,49.66,232.46,0,101.35,2,0,4,2,1094.08,970.88,951.5171428571429,2124.7542857142857,0,1
2025-04-17,india-south,1040.66,2478.29,61.24,83.2,228.02,0,107.86,3,0,4,2,1057.52,901.44,971.4057142857143,2209.0099999999998,0,1
2025-04-18,india-south,1025.61,2440.9,58.27,65.38,224.64,0,98.77,4,0,4,2,1040.66,731.71,1013.3914285714285,2310.7771428571427,0,0
2025-04-19,india-south,1125.31,2416.29,56.72,73.33,232.3,1,106.69,5,1,4,2,1025.61,678.22,1077.2614285714285,2442.432857142857,0,0
2025-04-20,india-south,1168.4,2380.06,75.39,87.71,234.23,1,98.68,6,1,4,2,1125.31,1085.87,1089.0514285714285,2446.531428571429,0,0
2025-04-21,india-south,1089.78,2351.54,71.72,62.0,225.59,0,102.87,0,0,4,2,1168.4,1111.78,1085.9085714285713,2438.402857142857,0,0
2025-04-22,india-south,1089.92,2434.74,62.25,81.27,230.11,0,106.11,1,0,4,2,1089.78,1094.08,1085.3142857142857,2433.4171428571426,0,0
2025-04-23,india-south,1065.13,2442.91,57.65,64.7,228.32,0,108.43,2,0,4,2,1089.92,1057.52,1086.4014285714286,2420.675714285714,0,0
2025-04-24,india-south,1069.4,2441.36,69.04,76.38,228.62,0,110.76,3,0,4,2,1065.13,1040.66,1090.5071428571428,2415.4,0,0
2025-04-25,india-south,1041.92,2442.28,64.09,54.2,226.19,0,102.1,4,0,4,2,1069.4,1025.61,1092.837142857143,2415.597142857143,0,0
2025-04-26,india-south,1020.47,2386.07,72.95,62.18,221.21,1,98.83,5,1,4,2,1041.92,1125.31,1077.8600000000001,2411.2799999999997,0,0
2025-04-27,india-south,1131.86,2463.16,95.0,54.44,235.43,1,108.23,6,1,4,2,1020.47,1168.4,1072.6399999999999,2423.151428571429,0,1
