timestamp,region,compute_usage_units,storage_usage_gb,cpu_utilization_percent,storage_utilization_percent,estimated_cost_usd,is_holiday,economic_index
2025-04-29,india-south,1065.2,2391.41,60.02,57.52,225.53,0,105.1
2025-04-30,india-south,1065.76,2431.39,64.05,80.93,227.75,0,104.86
2025-04-30,us-east,1253.19,2495.19,55.03,88.73,329.89,0,110.45
2025-04-30,europe-west,906.83,1924.03,64.04,81.06,278.75,0,100.17
2025-05-01,europe-west,952.51,1893.32,72.2,67.42,282.44,0,105.67
2025-05-01,india-south,1105.54,2445.42,46.91,63.77,232.1,0,111.04
2025-05-01,us-east,1252.36,2385.7,75.15,83.1,321.91,0,107.54
2025-05-02,india-south,1074.18,2417.53,64.3,52.97,227.76,0,102.25
2025-05-02,us-east,1274.55,2382.06,54.68,81.48,324.31,0,99.03
2025-05-02,europe-west,855.41,1794.26,58.99,55.52,261.27,0,112.74
2025-05-03,us-east,1223.14,2285.47,80.91,50.34,311.19,1,103.33
2025-05-03,europe-west,826.68,1943.12,64.36,71.16,269.46,1,104.67
2025-05-03,india-south,1071.5,2287.12,68.7,69.18,220.46,1,103.79
2025-05-04,india-south,1035.0,2356.33,70.46,72.95,220.91,1,98.57
2025-05-04,europe-west,848.64,1950.51,65.49,63.89,273.03,1,112.43
2025-05-04,us-east,1224.63,2480.93,38.77,78.33,325.44,1,108.82
2025-05-05,us-east,1278.28,2318.79,61.49,88.57,320.2,0,104.57
2025-05-05,india-south,1047.45,2390.67,58.84,77.31,223.89,0,104.41
2025-05-05,europe-west,817.69,1912.17,70.97,71.45,265.74,0,95.3
2025-05-06,europe-west,812.3,1966.0,73.37,85.09,269.37,0,112.3
2025-05-06,us-east,1238.51,2342.52,50.75,56.27,317.14,0,111.0
2025-05-06,india-south,1075.86,2393.81,68.54,63.56,226.63,0,111.86
2025-05-07,europe-west,888.81,1970.81,69.36,80.88,280.11,0,100.21
2025-05-07,us-east,1219.1,2339.3,56.03,75.19,314.58,0,99.66
2025-05-07,india-south,1055.71,2355.88,62.36,54.45,222.75,0,107.91
2025-05-08,europe-west,842.1,2002.54,61.47,57.38,276.37,0,102.34
2025-05-08,india-south,1071.93,2447.97,63.13,58.47,229.2,0,102.5
2025-05-08,us-east,1328.9,2214.37,54.01,71.9,318.76,0,95.94
2025-05-09,us-east,1310.73,2343.35,58.87,57.76,325.86,0,110.55
2025-05-09,europe-west,853.91,1943.41,61.03,69.13,273.17,0,110.65
2025-05-09,india-south,1100.31,2481.05,57.33,62.63,233.55,0,101.16
2025-05-10,europe-west,874.62,1874.57,68.69,73.41,270.38,1,113.93
2025-05-10,india-south,1081.98,2415.49,61.94,56.85,228.35,1,112.27
2025-05-10,us-east,1213.85,2446.29,51.46,59.46,321.65,1,105.64
2025-05-11,us-east,1316.7,2139.69,57.2,65.12,311.92,1,99.38
2025-05-11,india-south,1055.0,2288.72,46.24,89.35,219.06,1,99.84
2025-05-11,europe-west,839.37,1821.3,55.57,92.2,261.29,1,110.44
2025-05-12,europe-west,902.21,1918.52,72.93,89.54,277.68,0,110.76
2025-05-12,us-east,1274.75,2342.14,64.69,61.74,321.46,0,96.14
2025-05-12,india-south,1034.72,2388.24,62.67,53.91,222.61,0,107.94
2025-05-13,europe-west,886.69,1862.92,72.93,55.28,271.07,0,99.48
2025-05-13,india-south,1069.44,2334.56,74.06,94.82,222.84,0,101.05
2025-05-13,us-east,1294.82,2261.5,86.21,73.27,318.06,0,99.15
2025-05-14,europe-west,816.14,1928.58,66.19,67.83,266.86,0,109.22
2025-05-14,us-east,1263.55,2241.89,57.91,59.92,312.9,0,96.52
2025-05-14,india-south,1110.29,2393.49,61.38,58.03,229.71,0,112.46
2025-05-15,india-south,1007.64,2236.19,49.16,93.62,211.94,0,98.26
2025-05-15,europe-west,827.3,2035.07,91.98,82.44,277.01,0,111.71
2025-05-15,us-east,1217.31,2401.39,45.88,65.94,318.84,0,112.35
2025-05-16,us-east,1249.54,2246.06,50.85,71.33,311.52,0,112.66
2025-05-16,india-south,1065.94,2306.23,75.3,57.41,220.99,0,101.8
2025-05-16,europe-west,844.51,2026.87,81.61,90.82,278.67,0,112.01
2025-05-17,europe-west,799.07,1744.43,52.1,57.44,249.61,1,96.13
2025-05-17,india-south,1135.99,2380.04,42.65,57.23,231.31,1,111.7
2025-05-17,us-east,1194.8,2285.94,54.05,45.66,307.83,1,102.94
2025-05-18,us-east,1218.46,2311.7,74.09,51.37,312.52,1,115.0
2025-05-18,india-south,1097.96,2352.94,61.29,62.04,226.41,1,108.72
2025-05-18,europe-west,803.54,1995.92,65.42,57.76,270.62,1,106.62
2025-05-19,india-south,1018.34,2326.17,45.25,48.66,217.78,0,109.35
2025-05-19,europe-west,874.71,1839.38,57.43,54.68,267.54,0,110.2
2025-05-19,us-east,1222.46,2267.3,63.69,76.41,309.8,0,105.6
2025-05-20,europe-west,869.23,1891.27,69.68,56.01,271.01,0,108.45
2025-05-20,us-east,1302.08,2338.9,75.12,76.92,324.51,0,107.39
2025-05-20,india-south,951.27,2363.61,66.47,85.02,213.75,0,114.55
2025-05-21,us-east,1267.06,2224.73,60.35,76.05,312.09,0,95.02
2025-05-21,india-south,1048.19,2348.63,51.7,48.22,221.68,0,110.82
2025-05-21,europe-west,878.07,1973.15,65.0,47.75,278.85,0,105.11
2025-05-22,us-east,1177.07,2113.54,58.5,94.21,293.29,0,114.43
2025-05-22,india-south,1008.09,2357.44,65.6,68.86,218.54,0,112.31
2025-05-22,europe-west,882.43,1870.42,49.83,84.01,271.1,0,97.21
2025-05-23,india-south,984.87,2330.59,63.1,58.37,215.0,0,110.76
2025-05-23,us-east,1210.4,2210.03,80.72,83.01,304.24,0,96.13
2025-05-23,europe-west,828.0,1866.22,62.22,76.4,263.4,0,104.52
2025-05-24,europe-west,892.42,1998.57,61.39,75.28,282.85,1,104.39
2025-05-24,us-east,1266.65,2313.51,69.22,78.81,318.43,1,114.17
2025-05-24,india-south,1025.0,2273.01,62.32,90.61,215.5,1,96.72
2025-05-25,europe-west,782.11,1801.23,58.68,77.06,251.92,1,99.41
2025-05-25,us-east,1192.08,2183.8,67.7,50.13,300.15,1,96.36
2025-05-25,india-south,982.04,2354.01,69.73,70.91,216.01,1,112.42
2025-05-26,europe-west,825.94,1985.93,75.18,64.95,272.84,0,108.85
2025-05-26,us-east,1237.75,2165.39,71.75,53.97,304.3,0,96.86
2025-05-26,india-south,1020.76,2329.76,52.58,62.31,218.19,0,99.93
2025-05-27,europe-west,770.37,1843.7,65.43,55.48,253.78,0,112.88
2025-05-27,india-south,1009.27,2324.0,68.0,61.54,216.84,0,108.16
2025-05-27,us-east,1186.3,2171.46,60.11,98.0,298.57,0,96.67
2025-05-28,india-south,938.89,2154.06,72.44,58.27,201.29,0,101.5
2025-05-28,us-east,1155.16,2202.49,64.56,67.51,297.07,0,102.77
2025-05-28,europe-west,840.4,1828.23,63.27,98.0,262.0,0,99.68
2025-05-29,europe-west,813.52,1817.37,67.39,66.46,257.48,0,109.35
2025-05-29,india-south,954.08,2301.75,61.26,50.19,210.66,0,113.04
2025-05-29,us-east,1154.75,2151.3,63.0,82.63,293.33,0,110.62
2025-05-30,us-east,1291.61,2037.36,53.44,69.62,301.55,0,105.68
2025-05-30,europe-west,808.79,1792.04,65.49,66.38,254.78,0,99.28
2025-05-30,india-south,991.8,2233.41,61.09,79.37,210.36,0,113.65
2025-05-31,europe-west,842.29,1825.11,63.79,50.09,262.0,1,113.99
2025-05-31,india-south,1019.37,2180.19,67.86,87.39,209.97,1,108.14
2025-05-31,us-east,1163.28,2053.87,58.51,52.36,287.34,1,111.39
2025-06-01,us-east,1145.37,2171.43,52.14,78.92,293.66,1,102.09
2025-06-01,india-south,900.06,2164.61,84.59,72.75,198.36,1,95.3
2025-06-01,europe-west,837.43,1634.57,64.88,60.92,245.88,1,110.43
2025-06-02,europe-west,790.47,1878.48,73.43,91.01,259.32,0,102.85
2025-06-02,india-south,1009.39,2197.29,73.41,85.18,209.99,0,98.66
2025-06-02,us-east,1122.96,2139.08,75.19,65.2,288.64,0,97.15
2025-06-03,india-south,1036.87,2266.85,80.77,58.51,216.24,0,96.72
2025-06-03,europe-west,801.89,1762.86,72.88,47.3,251.48,0,105.82
2025-06-03,us-east,1177.91,2192.72,63.21,69.79,299.09,0,100.4
2025-06-04,europe-west,757.21,1744.51,65.33,64.94,243.95,0,113.61
2025-06-04,us-east,1094.76,2184.89,84.17,84.42,288.55,0,102.01
2025-06-04,india-south,970.88,2053.97,53.19,80.34,198.76,0,112.23
2025-06-05,us-east,1102.39,2162.28,58.44,77.45,287.84,0,104.92
2025-06-05,india-south,927.76,2015.45,73.7,51.36,192.79,0,107.77
2025-06-05,europe-west,764.96,1727.32,69.22,86.24,243.61,0,109.26
2025-06-06,europe-west,740.24,1763.13,60.58,64.52,243.17,0,114.17
2025-06-06,us-east,1112.63,2056.1,84.18,59.13,281.43,0,103.74
2025-06-06,india-south,988.54,2264.41,86.48,68.04,211.74,0,99.04
2025-06-07,us-east,1255.25,2029.85,55.93,89.63,296.65,1,104.55
2025-06-07,europe-west,790.59,1924.32,58.63,59.65,263.06,1,108.4
2025-06-07,india-south,944.97,2214.32,49.32,75.93,205.1,1,113.09
2025-06-08,india-south,1045.83,2120.46,81.99,63.19,209.12,1,113.34
2025-06-08,europe-west,809.86,1834.53,65.76,54.92,258.38,1,112.93
2025-06-08,us-east,1111.22,2056.64,85.46,59.33,281.3,1,101.02
2025-06-09,us-east,1172.39,2110.34,51.24,61.93,292.5,0,102.81
2025-06-09,europe-west,806.29,1767.87,63.09,62.03,252.49,0,108.41
2025-06-09,india-south,1032.88,2035.09,81.51,44.24,203.33,0,102.47
2025-06-10,europe-west,803.45,1687.0,63.41,59.57,245.54,0,107.91
2025-06-10,us-east,1176.37,2138.29,67.99,83.53,294.99,0,110.71
2025-06-10,india-south,964.27,2194.67,73.03,71.73,205.78,0,110.3
2025-06-11,india-south,984.28,2248.48,58.63,85.5,210.5,0,110.57
2025-06-11,europe-west,769.86,1759.63,61.32,78.47,246.89,0,100.99
2025-06-11,us-east,1131.77,2012.68,60.8,58.52,280.6,0,105.1
2025-06-12,india-south,923.44,2087.07,55.84,59.85,196.27,0,102.84
2025-06-12,us-east,1113.44,2130.82,49.03,61.43,286.9,0,114.68
2025-06-12,europe-west,703.81,1655.67,68.75,55.23,229.52,0,110.44
2025-06-13,europe-west,702.72,1638.7,65.87,80.12,228.0,0,114.99
2025-06-13,india-south,1004.76,2141.8,65.23,79.77,206.57,0,98.42
2025-06-13,us-east,1135.06,2043.48,44.65,70.25,283.21,0,111.37
2025-06-14,india-south,973.06,2076.15,57.77,67.28,200.16,1,113.47
2025-06-14,europe-west,794.24,1625.49,65.41,56.38,239.3,1,95.86
2025-06-14,us-east,1066.08,2040.42,65.32,83.18,274.72,1,111.6
2025-06-15,us-east,1099.83,1939.27,60.69,80.39,271.49,1,112.51
2025-06-15,europe-west,761.99,1827.04,57.7,64.24,251.3,1,112.57
2025-06-15,india-south,959.3,2149.78,55.98,69.34,202.9,1,112.41
2025-06-16,europe-west,751.8,1789.37,67.85,72.9,246.86,0,97.21
2025-06-16,us-east,1121.39,1943.34,65.46,80.33,274.36,0,101.53
2025-06-16,india-south,909.16,2134.11,74.35,89.75,197.53,0,105.44
2025-06-17,india-south,984.21,2197.82,65.66,60.72,207.75,0,104.72
2025-06-17,us-east,1103.55,1993.97,59.63,76.47,275.87,0,103.97
2025-06-17,europe-west,795.95,1616.34,54.05,74.93,238.79,0,98.58
2025-06-18,europe-west,813.38,1693.37,80.49,69.84,247.4,0,109.53
2025-06-18,india-south,810.87,2159.93,69.72,82.9,190.06,0,114.15
2025-06-18,us-east,1138.78,2003.51,67.35,72.32,280.78,0,100.67
2025-06-19,india-south,999.3,2178.02,62.11,78.1,208.04,0,113.98
2025-06-19,us-east,987.3,1994.67,70.08,65.64,261.98,0,96.14
2025-06-19,europe-west,724.29,1709.15,72.07,61.34,236.63,0,98.83
2025-06-20,europe-west,717.52,1696.3,62.68,89.07,234.67,0,108.51
2025-06-20,us-east,1124.88,2029.76,70.84,67.07,281.0,0,108.57
2025-06-20,india-south,950.48,2151.07,68.16,50.4,202.18,0,95.9
2025-06-21,europe-west,748.57,1608.66,78.75,53.61,231.76,1,101.0
2025-06-21,us-east,1083.82,2104.27,62.28,62.59,281.44,1,103.5
2025-06-21,india-south,924.61,2108.71,67.21,81.55,197.55,1,104.42
2025-06-22,europe-west,826.26,1605.39,71.3,64.32,242.0,1,108.88
2025-06-22,us-east,1085.29,2094.38,71.83,69.89,280.9,1,112.18
2025-06-22,india-south,922.96,2153.23,71.78,73.11,199.81,1,105.45
2025-06-23,india-south,862.23,1924.65,53.62,98.0,181.96,0,103.67
2025-06-23,us-east,1123.82,2079.18,68.81,89.84,284.43,0,107.01
2025-06-23,europe-west,774.79,1684.28,66.42,39.98,241.44,0,114.4
2025-06-24,india-south,845.33,2106.8,52.09,71.49,190.29,0,109.27
2025-06-24,us-east,1015.27,1994.28,75.4,67.6,265.3,0,105.18
2025-06-24,europe-west,793.09,1650.33,60.16,74.31,241.16,0,101.34
2025-06-25,us-east,1110.31,1918.1,63.3,62.96,271.22,0,104.31
2025-06-25,india-south,930.23,2099.7,65.13,87.93,197.57,0,112.01
2025-06-25,europe-west,778.59,1638.75,57.62,81.48,238.26,0,110.71
2025-06-26,us-east,1070.82,2044.28,72.15,78.49,275.56,0,97.61
2025-06-26,india-south,912.86,2084.34,55.18,64.95,195.17,0,101.08
2025-06-26,europe-west,771.42,1654.98,60.92,60.99,238.61,0,95.38
2025-06-27,us-east,995.97,2092.02,69.32,82.91,270.02,0,96.35
2025-06-27,europe-west,710.39,1659.07,69.94,78.19,230.69,0,103.64
2025-06-27,india-south,934.43,1980.14,41.38,73.01,191.48,0,109.25
2025-06-28,europe-west,788.57,1558.18,57.58,95.84,233.07,1,95.04
2025-06-28,us-east,1136.34,1987.86,68.57,59.13,279.36,1,106.31
2025-06-28,india-south,947.17,1876.34,65.46,82.51,187.01,1,108.51
2025-06-29,india-south,923.86,1979.88,73.92,82.07,190.51,1,102.03
2025-06-29,us-east,1104.33,2072.55,83.29,79.04,281.62,1,100.41
2025-06-29,europe-west,779.21,1613.9,69.64,57.49,236.33,1,97.96
2025-06-30,europe-west,705.02,1655.14,72.86,59.47,229.64,0,112.03
2025-06-30,india-south,900.63,2105.26,71.79,91.03,195.2,0,96.37
2025-06-30,us-east,1089.78,1808.82,68.65,64.56,260.89,0,106.18
2025-07-01,europe-west,795.1,1592.02,57.83,74.57,236.7,0,102.94
2025-07-01,india-south,885.76,1892.96,66.74,66.57,182.37,0,99.92
2025-07-01,us-east,1000.94,1830.43,65.42,64.83,251.79,0,113.59
2025-07-02,us-east,1066.81,1831.41,72.93,65.67,259.76,0,102.52
2025-07-02,europe-west,629.3,1666.74,56.42,85.02,220.34,0,96.13
2025-07-02,india-south,946.29,1937.72,62.43,73.99,190.25,0,98.19
2025-07-03,us-east,1025.81,1860.53,50.0,80.07,256.94,0,112.5
2025-07-03,europe-west,694.02,1547.44,55.26,84.07,219.42,0,113.45
2025-07-03,india-south,879.86,1904.08,70.29,66.08,182.44,0,104.23
2025-07-04,india-south,901.44,1888.5,80.84,80.42,183.54,0,106.14
2025-07-04,europe-west,683.37,1611.01,90.75,95.5,223.13,0,111.6
2025-07-04,us-east,1114.69,1953.35,68.29,79.84,274.28,0,110.97
2025-07-05,europe-west,701.45,1510.85,69.49,75.85,217.45,1,106.94
2025-07-05,india-south,911.47,1964.84,65.59,85.24,188.58,1,112.88
2025-07-05,us-east,982.55,1828.5,66.05,77.94,249.45,1,111.01
2025-07-06,india-south,833.1,1966.8,61.31,68.59,181.61,1,107.5
2025-07-06,europe-west,754.3,1517.48,56.15,75.48,225.14,1,107.2
2025-07-06,us-east,1044.48,1873.99,77.93,47.59,260.15,1,103.4
2025-07-07,us-east,1063.42,1855.6,62.18,77.35,261.1,0,105.04
2025-07-07,india-south,852.65,1859.49,64.45,71.15,177.57,0,101.97
2025-07-07,europe-west,703.45,1605.96,66.25,75.31,225.44,0,97.28
2025-07-08,us-east,979.13,1917.32,70.37,52.36,255.43,0,109.42
2025-07-08,europe-west,708.24,1464.1,52.13,72.5,214.58,0,101.46
2025-07-08,india-south,845.52,1946.34,73.95,87.77,181.63,0,110.87
2025-07-09,us-east,1029.96,2036.86,52.12,85.31,270.13,0,114.24
2025-07-09,europe-west,799.0,1559.79,61.01,49.61,234.62,0,98.01
2025-07-09,india-south,867.71,1789.97,71.87,73.64,175.16,0,114.5
2025-07-10,india-south,816.03,1900.03,73.13,50.34,176.46,0,96.2
2025-07-10,europe-west,690.5,1606.13,79.12,76.92,223.7,0,108.68
2025-07-10,us-east,1080.83,1890.01,55.6,80.17,265.66,0,110.81
2025-07-11,europe-west,696.63,1569.04,76.75,65.81,221.52,0,107.09
2025-07-11,india-south,819.46,1982.97,65.28,73.55,181.26,0,113.97
2025-07-11,us-east,1002.6,1745.05,63.67,54.73,245.85,0,106.41
2025-07-12,india-south,806.89,2001.38,57.73,94.43,181.12,1,114.12
2025-07-12,europe-west,639.89,1528.25,51.63,63.31,210.54,1,114.94
2025-07-12,us-east,1013.29,1918.49,62.67,82.99,259.61,1,98.2
2025-07-13,india-south,793.73,1997.29,59.99,44.64,179.71,1,101.54
2025-07-13,us-east,1021.76,1926.14,63.27,60.12,261.18,1,102.59
2025-07-13,europe-west,679.2,1606.14,48.76,78.95,222.18,1,107.77
2025-07-14,us-east,1002.81,1734.87,62.49,55.38,245.14,0,108.22
2025-07-14,europe-west,654.87,1460.53,56.45,67.35,207.07,0,103.37
2025-07-14,india-south,886.54,1839.4,67.81,79.35,179.54,0,99.43
2025-07-15,us-east,1028.03,1892.49,54.84,65.06,259.51,0,114.14
2025-07-15,india-south,837.23,1850.13,65.18,69.84,175.67,0,115.0
2025-07-15,europe-west,640.12,1530.27,71.67,71.77,210.74,0,104.89
2025-07-16,us-east,1071.26,1847.58,63.38,75.36,261.46,0,109.16
2025-07-16,europe-west,617.23,1586.69,75.95,66.53,212.22,0,104.5
2025-07-16,india-south,837.1,1923.33,60.47,75.43,179.62,0,101.8
2025-07-17,india-south,772.23,1857.06,61.45,94.42,170.18,0,95.23
2025-07-17,us-east,1022.03,1921.29,69.0,92.5,260.86,0,96.62
2025-07-17,europe-west,685.24,1417.78,64.1,58.1,207.71,0,114.67
2025-07-18,us-east,997.76,1782.62,65.86,35.0,247.97,0,104.54
2025-07-18,india-south,778.07,1785.51,61.04,54.77,166.84,0,109.12
2025-07-18,europe-west,573.94,1527.71,67.89,85.35,201.58,0,95.2
2025-07-19,europe-west,653.34,1399.96,59.62,43.18,201.95,1,102.13
2025-07-19,us-east,995.74,1886.41,77.3,84.86,255.2,1,105.66
2025-07-19,india-south,750.65,1796.68,61.78,68.58,164.97,1,107.92
2025-07-20,india-south,916.77,1899.33,65.15,77.1,185.51,1,97.41
2025-07-20,europe-west,631.62,1381.41,71.15,70.13,197.51,1,98.26
2025-07-20,us-east,940.97,1966.92,65.97,47.64,254.42,1,106.49
2025-07-21,europe-west,620.64,1394.25,91.43,76.16,197.06,0,111.7
2025-07-21,india-south,813.99,1913.26,78.71,52.65,176.99,0,109.76
2025-07-21,us-east,963.31,1711.6,74.06,62.13,238.73,0,113.9
2025-07-22,india-south,798.52,1804.57,73.47,71.18,169.71,0,106.5
2025-07-22,europe-west,670.81,1470.91,72.38,61.29,210.07,0,100.96
2025-07-22,us-east,941.61,1706.52,59.39,60.44,235.76,0,112.9
2025-07-23,europe-west,663.48,1466.35,72.33,84.99,208.71,0,104.87
2025-07-23,india-south,787.95,1806.3,53.76,84.38,168.85,0,113.41
2025-07-23,us-east,931.28,1788.1,74.97,82.63,240.39,0,105.49
2025-07-24,india-south,837.13,1826.75,88.57,77.89,174.4,0,103.79
2025-07-24,us-east,1020.58,1667.95,54.35,57.58,242.45,0,100.19
2025-07-24,europe-west,633.38,1435.39,65.18,75.89,202.12,0,105.72
2025-07-25,us-east,924.84,1804.92,57.71,88.1,240.83,0,103.21
2025-07-25,europe-west,657.59,1402.38,58.55,93.48,202.72,0,95.44
2025-07-25,india-south,818.38,1784.91,70.22,81.47,170.44,0,100.39
2025-07-26,europe-west,609.89,1463.49,59.7,73.56,201.23,1,98.13
2025-07-26,india-south,806.82,1674.75,62.22,76.44,163.43,1,95.5
2025-07-26,us-east,876.66,1696.93,85.57,78.67,227.28,1,96.98
2025-07-27,india-south,774.96,1753.21,63.53,57.57,164.81,1,109.11
2025-07-27,europe-west,671.08,1396.66,57.43,64.68,204.08,1,101.05
2025-07-27,us-east,956.85,1723.71,59.67,65.95,238.82,1,101.72
2025-07-28,europe-west,660.24,1251.11,64.7,57.35,190.8,0,104.86
2025-07-28,us-east,919.09,1725.11,71.46,65.67,234.4,0,103.98
2025-07-28,india-south,792.66,1700.06,74.97,68.14,163.53,0,113.69
2025-07-29,us-east,944.48,1610.7,69.8,69.91,229.21,0,102.89
2025-07-29,india-south,793.39,1840.59,44.7,53.49,171.2,0,112.1
2025-07-29,europe-west,657.72,1519.91,90.99,68.16,212.27,0,98.03
2025-07-30,india-south,742.74,1592.08,70.05,65.06,153.18,0,101.24
2025-07-30,us-east,886.2,1680.61,78.05,86.31,227.25,0,99.88
2025-07-30,europe-west,662.83,1596.01,73.35,53.02,219.14,0,96.5
2025-07-31,india-south,797.37,1664.35,56.07,40.57,162.02,0,110.79
2025-07-31,us-east,901.68,1736.92,73.31,59.93,233.16,0,97.55
2025-07-31,europe-west,644.76,1303.52,75.78,77.68,192.96,0,106.71
2025-08-01,india-south,793.86,1709.94,51.49,70.52,164.17,0,107.4
2025-08-01,us-east,890.58,1610.06,53.15,61.27,222.69,0,103.87
2025-08-01,europe-west,579.96,1456.14,62.27,66.93,196.58,0,104.61
2025-08-02,us-east,840.28,1593.89,67.79,57.45,215.5,1,109.0
2025-08-02,europe-west,653.85,1403.41,85.61,64.04,202.3,1,109.37
2025-08-02,india-south,865.1,1591.88,54.85,70.59,164.21,1,105.34
2025-08-03,europe-west,555.14,1357.55,77.22,80.98,185.23,1,98.72
2025-08-03,india-south,726.68,1645.44,56.21,59.96,154.62,1,112.58
2025-08-03,us-east,920.16,1556.06,59.82,77.65,222.36,1,103.5
2025-08-04,india-south,731.71,1728.53,65.9,66.12,159.57,0,96.83
2025-08-04,us-east,825.66,1808.89,57.42,57.7,229.22,0,111.33
2025-08-04,europe-west,600.62,1370.69,61.07,98.0,192.44,0,95.09
2025-08-05,india-south,699.04,1633.5,79.9,71.01,151.48,0,102.22
2025-08-05,us-east,901.61,1569.36,65.89,88.58,221.09,0,107.92
2025-08-05,europe-west,559.54,1289.43,77.48,59.24,180.29,0,95.45
2025-08-06,india-south,724.98,1716.66,41.05,59.18,158.32,0,100.66
2025-08-06,us-east,870.33,1747.31,67.84,63.92,230.14,0,97.32
2025-08-06,europe-west,608.48,1402.29,61.05,50.46,196.07,0,97.37
2025-08-07,us-east,935.94,1557.55,59.63,81.17,224.36,0,111.35
2025-08-07,india-south,726.43,1713.87,89.37,98.0,158.3,0,95.3
2025-08-07,europe-west,676.79,1294.91,54.1,84.29,196.6,0,97.28
2025-08-08,india-south,808.25,1829.28,64.36,69.13,171.93,0,112.27
2025-08-08,europe-west,646.69,1440.73,56.36,87.85,204.36,0,107.33
2025-08-08,us-east,884.9,1601.74,74.33,75.67,221.42,0,104.57
2025-08-09,india-south,764.85,1670.68,65.89,44.84,159.43,1,113.27
2025-08-09,europe-west,528.84,1396.85,70.35,71.43,184.86,1,108.45
2025-08-09,us-east,938.65,1601.47,75.81,74.44,227.84,1,108.92
2025-08-10,europe-west,620.53,1402.12,62.48,73.23,197.69,1,101.33
2025-08-10,india-south,766.27,1547.19,82.47,50.3,152.87,1,108.9
2025-08-10,us-east,888.77,1606.4,47.87,55.16,222.21,1,95.82
2025-08-11,india-south,768.89,1657.31,54.43,98.0,159.07,0,107.64
2025-08-11,us-east,818.98,1579.48,57.84,48.63,211.91,0,97.83
2025-08-11,europe-west,632.81,1339.52,60.31,74.67,194.27,0,103.11
2025-08-12,india-south,723.11,1718.77,65.82,83.36,158.27,0,101.57
2025-08-12,europe-west,620.89,1489.05,65.97,69.78,204.79,0,95.78
2025-08-12,us-east,846.37,1710.01,65.5,82.82,224.59,0,112.25
2025-08-13,india-south,744.59,1672.64,75.89,62.8,157.71,0,106.55
2025-08-13,europe-west,584.57,1244.25,64.89,67.24,180.01,0,112.91
2025-08-13,us-east,867.91,1587.79,56.52,64.03,218.37,0,110.03
2025-08-14,europe-west,582.62,1259.76,60.93,73.31,181.01,0,99.6
2025-08-14,india-south,780.34,1745.68,53.51,73.66,164.89,0,95.25
2025-08-14,us-east,840.72,1646.01,63.08,60.52,219.3,0,99.47
2025-08-15,india-south,751.61,1548.15,78.13,62.32,151.6,0,112.87
2025-08-15,us-east,847.51,1496.81,76.94,67.56,209.38,0,113.46
2025-08-15,europe-west,595.15,1361.78,60.82,81.22,190.98,0,95.13
2025-08-16,india-south,666.97,1655.17,61.61,79.84,149.76,1,95.68
2025-08-16,us-east,933.84,1546.13,63.41,52.45,223.28,1,102.53
2025-08-16,europe-west,606.46,1332.58,50.35,66.74,190.14,1,110.31
2025-08-17,india-south,786.8,1590.7,78.42,80.34,157.08,1,97.49
2025-08-17,europe-west,591.68,1317.78,60.33,81.43,186.94,1,111.96
2025-08-17,us-east,781.96,1664.35,72.41,62.3,213.57,1,96.66
2025-08-18,us-east,892.06,1572.62,67.72,67.14,220.18,0,108.88
2025-08-18,europe-west,657.6,1312.14,75.23,62.53,195.4,0,114.0
2025-08-18,india-south,684.75,1600.34,70.3,67.06,148.4,0,104.53
2025-08-19,india-south,743.82,1610.58,66.2,77.3,154.28,0,106.53
2025-08-19,us-east,831.81,1593.67,56.45,66.06,214.47,0,113.2
2025-08-19,europe-west,562.4,1295.44,84.51,42.11,181.17,0,107.91
2025-08-20,europe-west,609.51,1220.05,62.73,64.83,181.42,0,113.93
2025-08-20,india-south,707.88,1533.16,60.49,53.84,146.85,0,100.14
2025-08-20,us-east,847.6,1617.91,61.89,92.04,218.1,0,111.03
2025-08-21,india-south,691.17,1588.93,75.49,65.1,148.36,0,109.14
2025-08-21,europe-west,549.58,1180.94,66.65,83.01,170.14,0,109.56
2025-08-21,us-east,927.56,1500.2,73.52,89.31,219.22,0,104.77
2025-08-22,india-south,681.55,1646.92,58.33,69.5,150.63,0,95.84
2025-08-22,us-east,807.26,1633.77,50.12,59.26,214.41,0,104.07
2025-08-22,europe-west,568.97,1260.6,43.54,79.56,179.23,0,114.98
2025-08-23,india-south,706.83,1453.01,68.32,84.46,142.41,1,109.17
2025-08-23,us-east,813.34,1418.36,68.41,83.41,199.63,1,113.91
2025-08-23,europe-west,575.66,1291.43,53.0,60.63,182.64,1,113.65
2025-08-24,us-east,850.45,1519.93,74.95,69.07,211.39,1,100.95
2025-08-24,europe-west,603.69,1331.64,59.26,84.4,189.69,1,109.73
2025-08-24,india-south,711.45,1635.15,74.88,59.59,152.69,1,95.41
2025-08-25,us-east,801.12,1552.07,73.21,74.33,207.79,0,106.21
2025-08-25,india-south,727.01,1674.22,78.14,63.51,156.21,0,110.98
2025-08-25,europe-west,617.14,1324.1,56.37,77.9,190.9,0,107.2
2025-08-26,europe-west,564.35,1335.66,44.32,63.95,184.7,0,108.41
2025-08-26,us-east,862.15,1634.16,70.87,81.28,221.02,0,113.46
2025-08-26,india-south,793.91,1464.95,56.6,59.15,150.91,0,99.83
2025-08-27,us-east,881.79,1361.92,58.82,70.76,203.78,0,99.26
2025-08-27,europe-west,513.09,1203.89,64.88,83.03,167.07,0,110.18
